Year,Month,Feeder,Earth_Fault,Over_Current,Planned,Emergency,Total,L_G_Fault,L_L_Fault,L_L_G_Fault,LLL_LLLG_Fault,Open_Circuits,Insulation_Failure,Fault_Location_km,Fault_Duration_s,Weather_Factor
2022,February,Uzebba,24,1,2,0,30,19,0,0,0,1,4,43.3,0.5,0.2
2022,March,Agbor,17,10,2,1,32,13,5,5,0,1,3,43.2,0.3,0.2
2022,March,Agenebode,16,7,2,1,28,13,3,3,1,1,3,11.4,7200,0.2
2022,March,Ehor,29,7,2,1,41,23,3,3,1,0,6,45.8,0.2,0.1
2022,March,Ubiaja,15,6,1,0,27,12,3,3,0,3,3,0.5,0.3,0.2
2022,March,Uzebba,20,6,2,2,32,16,3,3,2,0,4,16.1,0.3,0.2
2022,April,Agbor,28,1,2,1,34,22,0,0,0,2,5,30.3,0.3,0.2
2022,April,Agenebode,5,8,1,2,19,4,4,4,2,2,1,12.8,0.5,0.2
2022,April,Ehor,11,0,2,1,17,9,0,0,1,2,2,9.5,0.3,0.2
2022,April,Ubiaja,11,3,1,1,17,8,1,1,0,1,2,6.4,0.1,0.2
2022,April,Uzebba,27,0,2,0,32,21,0,0,0,2,5,18.7,0.3,0.2
2022,May,Agbor,20,5,1,2,32,16,2,2,1,3,4,30.9,0.2,0.2
2022,May,Agenebode,8,2,1,4,16,6,1,1,3,0,2,21.2,0.3,0.2
2022,May,Ehor,27,2,1,0,32,22,1,1,0,2,5,2.8,3600,0.2
2022,May,Ubiaja,12,3,2,3,22,10,1,1,3,0,2,26.8,0.3,0.2
2022,May,Uzebba,10,8,2,3,24,8,4,4,3,0,2,29.1,0.5,0.2
2022,June,Agbor,11,9,1,0,22,8,4,4,0,1,2,41.6,0.1,1
2022,June,Agenebode,12,7,1,2,25,10,3,3,2,2,2,48,7200,0.9
2022,June,Ehor,19,7,1,0,29,15,3,3,0,0,3,8.3,0.1,0.8
2022,June,Ubiaja,20,7,1,0,30,16,3,3,0,1,4,17.1,3600,0.9
2022,June,Uzebba,17,3,2,1,25,13,1,1,1,0,3,20.9,0.5,0.8
2022,July,Agbor,19,4,1,1,32,15,2,2,1,6,4,14.8,3600,0.8
2022,July,Agenebode,34,4,1,1,44,27,2,2,1,2,7,2.8,0.1,0.7
2022,July,Ehor,12,5,1,4,22,9,2,2,3,0,2,42.5,0.5,0.8
2022,July,Ubiaja,15,1,1,3,24,12,0,0,3,3,3,24.1,0.1,0.8
2022,July,Uzebba,18,1,1,1,24,14,0,0,1,1,3,5,0.1,0.9
2022,August,Agbor,24,1,1,0,27,19,0,0,0,0,4,49.3,0.3,0.9
2022,August,Agenebode,28,4,2,2,39,22,2,2,2,1,6,29,0.1,0.7
2022,August,Ehor,19,3,1,0,26,15,1,1,0,1,3,4.4,0.2,0.7
2022,August,Ubiaja,11,4,1,3,24,8,2,2,3,3,2,14.4,0.5,0.7
2022,August,Uzebba,13,5,1,0,20,11,2,2,0,0,2,12.8,0.1,0.8
2022,September,Agbor,13,5,1,1,21,10,2,2,1,0,2,40.7,0.1,1
2022,September,Agenebode,25,3,2,2,34,20,1,1,2,0,5,2.8,0.1,0.8
2022,September,Ehor,24,7,1,2,37,19,3,3,2,2,5,47.2,0.3,0.9
2022,September,Ubiaja,12,8,1,0,23,9,4,4,0,0,2,24.6,3600,0.9
2022,September,Uzebba,21,0,1,0,23,16,0,0,0,0,4,31.4,0.1,0.8
2022,October,Agbor,10,3,1,1,17,8,1,1,1,1,2,33.5,3600,0.2
2022,October,Agenebode,12,4,1,2,20,10,2,2,2,0,2,1.8,7200,0.2
2022,October,Ehor,16,9,1,1,29,13,4,4,1,1,3,5.2,0.5,0.2
2022,October,Ubiaja,16,5,1,1,25,13,2,2,1,0,3,36.1,0.2,0.2
2022,October,Uzebba,16,3,1,2,22,12,1,1,2,0,3,13.6,3600,0.2
2022,November,Agbor,16,8,2,1,29,13,4,4,1,1,3,35.8,0.1,0.2
2022,November,Agenebode,16,9,2,2,31,12,4,4,2,1,3,40.8,86400,0.2
2022,November,Ehor,19,11,1,2,37,15,5,5,2,3,4,16.9,0.1,0.2
2022,November,Ubiaja,13,6,1,1,24,10,3,3,1,2,2,16,0.2,0.2
2022,November,Uzebba,17,7,1,2,28,14,3,3,2,0,3,12,0.5,0.2
2022,December,Agbor,13,4,2,1,22,11,2,2,1,0,2,9.6,0.3,0.2
2022,December,Agenebode,23,3,2,6,36,18,1,1,5,1,5,12.5,0.2,0.2
2022,December,Ehor,13,7,2,0,23,10,3,3,0,1,2,39.9,7200,0.2
2022,December,Ubiaja,22,8,1,2,37,18,4,4,2,2,4,40.8,0.3,0.2
2022,December,Uzebba,22,2,1,2,29,18,1,1,2,0,4,34.7,0.1,0.2
2023,January,Agbor,15,8,2,6,32,12,4,4,6,0,3,8.6,0.1,0.2
2023,January,Agenebode,13,6,1,1,26,11,3,3,1,3,2,37.6,3600,0.2
2023,January,Ehor,15,4,2,3,29,12,2,2,3,4,3,23.8,0.5,0.2
2023,January,Ubiaja,23,4,1,0,31,18,2,2,0,2,4,4.5,86400,0.2
2023,January,Uzebba,24,11,1,1,41,19,5,5,0,2,5,47.8,3600,0.2
2023,February,Agbor,18,6,2,0,27,15,3,3,0,0,3,13.5,0.2,0.2
2023,February,Agenebode,23,4,1,4,35,18,2,2,4,2,5,47.7,0.1,0.2
2023,February,Ehor,24,2,2,0,32,19,1,1,0,3,4,46.6,0.5,0.2
2023,February,Ubiaja,10,3,1,0,15,8,1,1,0,0,2,43.5,0.3,0.2
2023,February,Uzebba,22,7,1,1,34,18,3,3,1,1,4,1.1,0.3,0.2
2023,March,Agbor,24,4,1,2,36,19,2,2,2,3,5,48.5,86400,0.2
2023,March,Agenebode,19,4,1,0,26,15,2,2,0,1,3,3.5,0.5,0.2
2023,March,Ehor,13,9,2,0,26,10,4,4,0,0,2,24.9,0.5,0.2
2023,March,Ubiaja,14,0,1,0,16,11,0,0,0,1,2,1,0.5,0.2
2023,March,Uzebba,19,0,2,3,26,15,0,0,3,1,4,24.8,0.2,0.2
2023,April,Agbor,19,9,2,0,33,15,4,4,0,0,4,7.2,0.5,0.2
2023,April,Agenebode,21,1,2,0,27,17,0,0,0,1,4,17.5,0.5,0.2
2023,April,Ehor,29,8,2,0,41,23,4,4,0,0,6,36.2,0.3,0.2
2023,April,Ubiaja,7,3,1,0,12,6,1,1,0,0,1,14.1,0.2,0.2
2023,April,Uzebba,21,8,2,0,35,17,4,4,0,3,4,6.4,0.2,0.2
2023,May,Agbor,14,3,2,0,20,11,1,1,0,0,2,5.9,0.1,0.2
2023,May,Agenebode,27,0,2,2,35,22,0,0,1,3,5,20.1,3600,0.2
2023,May,Ehor,19,8,2,0,32,15,4,4,0,2,3,32.8,0.1,0.2
2023,May,Ubiaja,16,5,2,0,25,13,2,2,0,1,3,6.2,0.2,0.2
2023,May,Uzebba,11,7,2,2,25,9,3,3,2,1,2,4.9,7200,0.2
2023,June,Agbor,25,0,2,1,29,20,0,0,1,0,5,28.9,0.1,0.7
2023,June,Agenebode,28,11,1,1,45,22,5,5,1,4,5,0.3,0.3,0.8
2023,June,Ehor,16,2,2,2,27,13,1,1,2,3,3,13.7,3600,0.7
2023,June,Ubiaja,15,5,1,4,28,12,2,2,4,0,3,13.3,0.1,0.9
2023,June,Uzebba,27,2,1,0,32,21,1,1,0,1,5,8.3,86400,0.6
2023,July,Agbor,23,10,1,2,38,18,5,5,2,1,4,34.2,0.5,0.8
2023,July,Agenebode,14,0,1,2,20,11,0,0,1,1,3,48.8,0.2,0.7
2023,July,Ehor,24,5,2,1,33,19,2,2,1,0,5,41.2,0.2,0.8
2023,July,Ubiaja,21,7,1,2,32,17,3,3,2,0,4,11.3,0.5,0.8
2023,July,Uzebba,25,4,2,0,36,20,2,2,0,2,5,24.7,0.2,0.9
2023,August,Agbor,16,9,2,4,33,13,4,4,4,1,3,33,0.2,0.9
2023,August,Agenebode,13,7,2,1,26,11,3,3,1,1,2,27.8,0.1,0.8
2023,August,Ehor,17,7,1,1,28,13,3,3,1,1,3,5.7,0.5,0.7
2023,August,Ubiaja,18,8,2,4,34,15,4,4,3,0,4,31.6,0.3,0.8
2023,August,Uzebba,8,0,1,3,16,6,0,0,2,3,1,16.7,0.5,0.8
2023,September,Agbor,24,3,2,2,35,19,1,1,2,2,5,38.6,0.3,0.7
2023,September,Agenebode,14,9,2,0,30,11,4,4,0,4,2,27.4,0.3,0.7
2023,September,Ehor,16,5,2,1,29,13,2,2,1,3,3,17.8,0.2,0.8
2023,September,Ubiaja,28,7,2,1,43,22,3,3,1,4,5,42.8,0.1,0.9
2023,September,Uzebba,19,6,2,0,29,15,3,3,0,1,3,22.2,0.5,0.8
2023,October,Agbor,25,3,1,4,36,20,1,1,4,2,5,0.4,0.1,0.2
2023,October,Agenebode,21,0,1,0,23,16,0,0,0,0,4,15.3,3600,0.2
2023,October,Ehor,16,3,2,4,27,13,1,1,3,0,3,36.3,0.2,0.2
2023,October,Ubiaja,7,0,1,0,10,6,0,0,0,1,1,17.7,0.1,0.2
2023,October,Uzebba,14,5,1,2,27,11,2,2,2,4,3,40.2,3600,0.2
2023,November,Agbor,20,0,1,0,22,16,0,0,0,0,4,47.5,86400,0.2
2023,November,Agenebode,14,3,1,0,22,11,1,1,0,2,2,47,0.5,0.2
2023,November,Ehor,15,5,2,0,23,12,2,2,0,1,3,35.2,0.2,0.2
2023,November,Ubiaja,10,8,2,4,25,8,4,4,4,0,2,35.9,0.5,0.2
2023,November,Uzebba,11,0,2,3,18,9,0,0,3,0,2,45.7,0.1,0.2
2023,December,Agbor,25,4,1,1,37,20,2,2,1,4,5,19.5,0.5,0.2
2023,December,Agenebode,21,2,1,4,30,17,1,1,3,1,4,33.4,0.1,0.2
2023,December,Ehor,18,12,2,1,34,14,6,6,1,0,3,39.1,0.3,0.2
2023,December,Ubiaja,14,1,1,0,19,11,0,0,0,1,3,0.5,0.2,0.2
2023,December,Uzebba,13,2,2,1,20,11,1,1,1,0,2,17.6,0.3,0.2
2024,January,Agbor,10,3,2,0,16,8,1,1,0,0,2,16.8,0.3,0.2
2024,January,Agenebode,19,11,1,0,32,15,5,5,0,0,3,5.3,0.3,0.2
2024,January,Ehor,19,10,2,1,34,15,5,5,1,1,4,1.7,0.3,0.2
2024,January,Ubiaja,3,2,2,2,14,3,1,1,2,2,1,33.8,0.3,0.2
2024,January,Uzebba,17,10,2,4,36,14,5,5,4,1,4,7.8,0.5,0.2
2024,February,Agbor,15,8,2,2,29,12,4,4,1,1,3,26.1,7200,0.2
2024,February,Agenebode,7,3,2,5,19,5,1,1,4,1,1,27.6,0.2,0.2
2024,February,Ehor,23,12,2,1,39,18,6,6,1,0,4,13.9,3600,0.2
2024,February,Ubiaja,11,6,1,1,20,9,3,3,1,0,2,41.9,0.1,0.2
2024,February,Uzebba,10,8,1,1,25,8,4,4,1,3,2,35.8,0.1,0.2
2024,March,Agbor,15,10,2,1,32,12,5,5,1,3,3,35.4,0.3,0.2
2024,March,Agenebode,17,8,2,3,31,14,4,4,3,0,3,13,0.1,0.2
2024,March,Ehor,27,7,1,0,36,21,3,3,0,0,5,32.1,3600,0.2
2024,March,Ubiaja,16,5,1,1,25,13,2,2,1,0,3,37.6,0.3,0.2
2024,March,Uzebba,20,2,1,2,26,16,1,1,2,0,4,32.5,0.2,0.2
2024,April,Agbor,8,1,1,1,13,6,0,0,1,0,1,4.7,0.1,0.2
2024,April,Agenebode,12,3,1,1,19,10,1,1,1,0,2,5.4,0.3,0.2
2024,April,Ehor,16,5,1,1,25,13,2,2,1,0,3,11.5,0.2,0.2
2024,April,Ubiaja,5,1,2,1,12,4,0,0,1,1,1,34.5,0.3,0.2
2024,April,Uzebba,9,3,1,0,15,7,1,1,0,0,2,46.5,0.5,0.2
2024,May,Agbor,22,0,1,3,33,18,0,0,3,5,4,35.3,0.2,0.2
2024,May,Agenebode,17,7,1,0,27,14,3,3,0,1,3,49.2,0.1,0.2
2024,May,Ehor,21,4,2,1,29,17,2,2,1,0,4,47.7,7200,0.2
2024,May,Ubiaja,16,1,1,1,20,12,0,0,0,0,3,31,0.1,0.2
2024,May,Uzebba,24,1,1,1,29,19,0,0,1,0,5,2.3,0.1,0.2
2024,June,Agbor,21,9,2,0,34,17,4,4,0,1,4,29,0.1,0.9
2024,June,Agenebode,19,6,2,7,35,15,3,3,6,0,4,14.2,0.5,0.6
2024,June,Ehor,19,4,2,0,27,15,2,2,0,1,3,23.2,86400,0.9
2024,June,Ubiaja,19,6,2,0,28,15,3,3,0,0,3,40.5,0.3,0.7
2024,June,Uzebba,11,7,1,2,25,9,3,3,1,3,2,9.4,0.3,0.6
2024,July,Agbor,21,5,1,2,33,16,2,2,2,2,4,7.7,0.2,0.9
2024,July,Agenebode,22,0,1,3,28,17,0,0,3,1,4,26.3,86400,1.1
2024,July,Ehor,21,5,2,2,31,17,2,2,2,0,4,30.3,0.1,0.8
2024,July,Ubiaja,15,0,2,3,20,12,0,0,2,0,3,39.8,0.3,0.9
2024,July,Uzebba,14,5,1,0,25,11,2,2,0,3,3,6.3,3600,0.8
2024,August,Agbor,27,3,2,0,36,21,1,1,0,3,5,21.8,0.3,0.8
2024,August,Agenebode,20,9,2,2,35,16,4,4,2,0,4,9.6,0.2,0.8
2024,August,Ehor,14,3,2,2,23,11,1,1,1,2,3,20.5,0.2,0.9
2024,August,Ubiaja,14,2,2,3,23,11,1,1,2,1,3,29.7,3600,0.7
2024,August,Uzebba,17,0,2,0,20,13,0,0,0,1,3,18.2,86400,0.7
2024,September,Agbor,13,10,2,0,28,10,5,5,0,1,2,27,0.2,0.9
2024,September,Agenebode,24,2,1,0,28,19,1,1,0,0,4,9.4,0.2,0.9
2024,September,Ehor,8,3,2,0,15,7,1,1,0,0,1,1.6,0.5,0.8
2024,September,Ubiaja,12,5,2,1,21,10,2,2,1,0,2,25.5,3600,0.9
2024,September,Uzebba,18,1,1,0,22,15,0,0,0,0,3,37.6,0.1,0.8
2024,October,Agbor,19,4,1,0,27,15,2,2,0,2,3,29.4,0.2,0.2
2024,October,Agenebode,26,2,1,0,31,21,1,1,0,0,5,18,0.5,0.2
2024,October,Ehor,21,7,1,2,34,17,3,3,2,1,4,38.8,0.3,0.2
2024,October,Ubiaja,18,8,2,0,31,14,4,4,0,1,3,9.2,0.1,0.2
2024,October,Uzebba,18,1,2,3,26,15,0,0,2,1,4,14,0.3,0.2
2024,November,Agbor,22,6,1,1,37,18,3,3,1,5,4,12.4,3600,0.2
2024,November,Agenebode,11,5,2,2,21,9,2,2,2,0,2,15.6,0.3,0.2
2024,November,Ehor,24,8,2,1,36,19,4,4,1,0,5,4.1,0.5,0.2
2024,November,Ubiaja,15,2,2,0,23,12,1,1,0,2,3,15.6,0.2,0.2
2024,November,Uzebba,19,2,2,3,29,15,1,1,3,2,4,45.6,0.1,0.2
2024,December,Agbor,18,4,2,2,28,14,2,2,2,0,4,33,0.5,0.2
2024,December,Agenebode,22,8,1,1,35,18,4,4,1,1,4,12,3600,0.2
2024,December,Ehor,15,2,1,1,21,12,1,1,1,0,3,0.8,0.2,0.2
2024,December,Ubiaja,22,6,1,1,34,18,3,3,1,2,4,29.8,0.3,0.2
2024,December,Uzebba,16,0,1,1,20,12,0,0,1,0,3,2.3,0.2,0.2
2025,January,Agbor,15,11,1,1,30,12,5,5,1,1,3,3,86400,0.2
2025,January,Agenebode,16,4,2,5,29,13,2,2,5,0,3,0.9,0.5,0.2
2025,January,Ehor,28,7,2,0,39,22,3,3,0,0,5,31,0.1,0.2
2025,January,Ubiaja,12,4,1,2,20,9,2,2,1,0,2,4.3,3600,0.2
2025,January,Uzebba,20,5,2,1,30,16,2,2,1,2,4,3.1,0.5,0.2
2025,February,Agbor,15,2,1,0,21,12,1,1,0,1,3,2.2,3600,0.2
2025,February,Agenebode,12,9,1,0,25,10,4,4,0,1,2,41.7,0.3,0.2
2025,February,Ehor,17,3,1,0,26,13,1,1,0,5,3,13.7,0.2,0.2
2025,February,Ubiaja,18,4,2,1,27,14,2,2,1,0,3,12.2,0.5,0.2
2025,February,Uzebba,22,0,1,1,25,17,0,0,1,0,4,6.6,0.5,0.2
2025,March,Agbor,14,0,2,5,23,11,0,0,4,1,3,32,0.5,0.2
2025,March,Agenebode,19,3,2,2,29,15,1,1,2,1,4,43.1,0.2,0.2
2025,March,Ehor,20,12,2,0,37,16,6,6,0,2,4,15.7,0.2,0.2
2025,March,Ubiaja,10,5,1,1,20,8,2,2,1,2,2,9.6,0.3,0.2
2025,March,Uzebba,18,0,1,0,21,14,0,0,0,1,3,13.3,0.5,0.2
2025,April,Agbor,14,7,2,4,28,11,3,3,3,0,3,41.6,3600,0.1
2025,April,Agenebode,17,4,2,0,24,13,2,2,0,1,3,19.6,0.2,0.2
2025,April,Ehor,17,9,1,1,31,14,4,4,0,1,3,24.1,7200,0.2
2025,April,Ubiaja,12,4,2,4,24,10,2,2,3,1,2,47.4,0.3,0.2
2025,April,Uzebba,17,8,2,1,33,13,4,4,1,4,3,45.3,0.3,0.2
2025,May,Agbor,18,13,2,0,35,14,6,6,0,0,3,4.2,0.1,0.2
2025,May,Agenebode,16,7,2,1,30,13,3,3,1,2,3,20.7,0.1,0.2
2025,May,Ehor,26,5,1,0,38,21,2,2,0,3,5,4.4,3600,0.2
2025,May,Ubiaja,18,5,2,1,30,15,2,2,1,2,3,45.5,0.5,0.2
2025,May,Uzebba,31,3,1,0,38,25,1,1,0,1,6,25,86400,0.2
2025,June,Agbor,15,9,1,0,26,12,4,4,0,1,3,1.8,0.2,0.8
2025,June,Agenebode,11,5,2,2,21,8,2,2,2,0,2,14.3,3600,0.7
2025,June,Ehor,30,4,2,0,38,24,2,2,0,0,6,15.6,0.1,0.9
2025,June,Ubiaja,26,6,2,0,37,20,3,3,0,2,5,43.9,3600,0.8
2025,June,Uzebba,26,3,2,2,35,20,1,1,2,1,5,45.5,0.3,0.8
